0.137431	0.137431	0.137431	0.137431	0.137431	0.137431	0.137431	0.137431	0.137431	
7.10182	7.10182	7.10182	7.10182	7.10182	7.10182	7.10182	7.10182	7.10182	
0.0563764	0.0563764	0.0563764	0.0563764	0.0563764	0.0563764	0.0563764	0.0563764	0.0563764	
0.133548	0.133548	0.133548	0.133548	0.133548	0.133548	0.133548	0.133548	0.133548	
0.144395	0.144395	0.144395	0.144395	0.144395	0.144395	0.144395	0.144395	0.144395	
168.325	168.325	168.325	168.325	168.325	168.325	168.325	168.325	168.325	
3.33211	3.33211	3.33211	3.33211	3.33211	3.33211	3.33211	3.33211	3.33211	
2.10615	2.10615	2.10615	2.10615	2.10615	2.10615	2.10615	2.10615	2.10615	
2.54462	2.54462	2.54462	2.54462	2.54462	2.54462	2.54462	2.54462	2.54462	
156.371	156.371	156.371	156.371	156.371	156.371	156.371	156.371	156.371	
326.138	326.138	326.138	326.138	326.138	326.138	326.138	326.138	326.138	
87685.7	87685.7	87685.7	87685.7	87685.7	87685.7	87685.7	87685.7	87685.7	
468.374	468.374	468.374	468.374	468.374	468.374	468.374	468.374	468.374	
517673	517673	517673	517673	517673	517673	517673	517673	517673	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
3.08327	3.08327	3.08327	3.08327	3.08327	3.08327	3.08327	3.08327	3.08327	
2.27505	2.27505	2.27505	2.27505	2.27505	2.27505	2.27505	2.27505	2.27505	
1.54785	1.54785	1.54785	1.54785	1.54785	1.54785	1.54785	1.54785	1.54785	
35.0877	35.0877	35.0877	35.0877	35.0877	35.0877	35.0877	35.0877	35.0877	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
1	1	1	1	1	1	1	1	1	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
1	1	1	1	1	1	1	1	1	
4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	4.49423e+307	
130.667	130.667	130.667	130.667	130.667	130.667	130.667	130.667	130.667	
241.231	241.231	241.231	241.231	241.231	241.231	241.231	241.231	241.231	
348.444	348.444	348.444	348.444	348.444	348.444	348.444	348.444	348.444	
224	224	224	224	224	224	224	224	224	
184.471	184.471	184.471	184.471	184.471	184.471	184.471	184.471	184.471	
120.615	120.615	120.615	120.615	120.615	120.615	120.615	120.615	120.615	
95.0299	95.0299	95.0299	95.0299	95.0299	95.0299	95.0299	95.0299	95.0299	
48.9999	48.9999	48.9999	48.9999	48.9999	48.9999	48.9999	48.9999	48.9999	
33.3617	33.3617	33.3617	33.3617	33.3617	33.3617	33.3617	33.3617	33.3617	
39.2	39.2	39.2	39.2	39.2	39.2	39.2	39.2	39.2	
64	64	64	64	64	64	64	64	64	
101.161	101.161	101.161	101.161	101.161	101.161	101.161	101.161	101.161	
174.222	174.222	174.222	174.222	174.222	174.222	174.222	174.222	174.222	
136.348	136.348	136.348	136.348	136.348	136.348	136.348	136.348	136.348	
313.6	313.6	313.6	313.6	313.6	313.6	313.6	313.6	313.6	
784	784	784	784	784	784	784	784	784	
6.54699	6.54699	6.54699	6.54699	6.54699	6.54699	6.54699	6.54699	6.54699	
72.9304	72.9304	72.9304	72.9304	72.9304	72.9304	72.9304	72.9304	72.9304	
49.7777	49.7777	49.7777	49.7777	49.7777	49.7777	49.7777	49.7777	49.7777	
46.1176	46.1176	46.1176	46.1176	46.1176	46.1176	46.1176	46.1176	46.1176	
92.2352	92.2352	92.2352	92.2352	92.2352	92.2352	92.2352	92.2352	92.2352	
80.41	80.41	80.41	80.41	80.41	80.41	80.41	80.41	80.41	
89.6	89.6	89.6	89.6	89.6	89.6	89.6	89.6	89.6	
21.7778	21.7778	21.7778	21.7778	21.7778	21.7778	21.7778	21.7778	21.7778	
24.123	24.123	24.123	24.123	24.123	24.123	24.123	24.123	24.123	
13.2881	13.2881	13.2881	13.2881	13.2881	13.2881	13.2881	13.2881	13.2881	
13.9378	13.9378	13.9378	13.9378	13.9378	13.9378	13.9378	13.9378	13.9378	
7.87941	7.87941	7.87941	7.87941	7.87941	7.87941	7.87941	7.87941	7.87941	
